Orthogroup	Bombus_affinis.prot.fa.largestIsoform	Bombus_bifarius.prot.fa.largestIsoform	Bombus_pyrosoma.prot.fa.largestIsoform	Bombus_terrestris.prot.fa.largestIsoform	amellifera_eg_gene	dmelanogaster_eg_gene
OG0004705	LOC126917063	LOC117213996	LOC122572920	LOC100649266		FBgn0011481
OG0004706	LOC126917088	LOC117214001	LOC122572931	LOC100649460		FBgn0040780
OG0004707	LOC126917053	LOC117213993	LOC122572655	LOC100649586		FBgn0037606
OG0004708	LOC126917040	LOC117213990	LOC122572651	LOC100650246		FBgn0034989
OG0004709	LOC126917067	LOC117213998	LOC122572659	LOC100650608		FBgn0011741
OG0004710	LOC126917072	LOC117213999	LOC122572660	LOC100650489		FBgn0030305
OG0004711	LOC126917061	LOC117213995	LOC122572658	LOC100650733		FBgn0264492
OG0004712	LOC126917998	LOC117213939	LOC122572401	LOC100651337		FBgn0010387
OG0004713	LOC126917997	LOC117213938	LOC122572400	LOC100651213		FBgn0061492
OG0004714	LOC126917418	LOC117214077	LOC122572316	LOC110119169		FBgn0050100
OG0004715	LOC126917390	LOC117214075	LOC122572314	LOC100642527		FBgn0030780
OG0004716	LOC126917387	LOC117214063	LOC122573024	LOC100651692		FBgn0002542
OG0004717	LOC126917420	LOC117214071	LOC122573047	LOC105666197		FBgn0031268
OG0004718	LOC126917398	LOC117214083	LOC122573025	LOC100643703		FBgn0000395
OG0004719	LOC126917402	LOC117214066	LOC122573032	LOC100644970		FBgn0036509
OG0004720	LOC126917412	LOC117214069	LOC122573041	LOC100644730		FBgn0013762
OG0004721	LOC126917409	LOC117214028	LOC122573039	LOC100645089		FBgn0035372
OG0004722	LOC126917414	LOC117214030	LOC122573042	LOC100646748		FBgn0020255
OG0004723	LOC126917406	LOC117214027	LOC122573038	LOC100644490		FBgn0024556
OG0004724	LOC126917400	LOC117213903	LOC122573031	LOC100645882		FBgn0037708
OG0004725	LOC126917385	LOC117213983	LOC122572903	LOC100646352		FBgn0015279
OG0004726	LOC126917391	LOC117213933	LOC122573250	LOC100646835		FBgn0036377
OG0004727	LOC126917389	LOC117213972	LOC122573248	LOC100647037		FBgn0024191
OG0004728	LOC126917396	LOC117213951	LOC122573251	LOC100647271		FBgn0039184
OG0004729	LOC126917762	LOC117214020	LOC122573257	LOC100647389		FBgn0011581
OG0004730	LOC126917758	LOC117214018	LOC122573255	LOC100648219		FBgn0039205
OG0004731	LOC126917746	LOC117214017	LOC122573239	LOC100648449		FBgn0039204
OG0004732	LOC126917752	LOC117213970	LOC122573241	LOC100647228		FBgn0029974
OG0004733	LOC126917748	LOC117213948	LOC122573053	LOC100649388		FBgn0023528
OG0004734	LOC126917743	LOC117213935	LOC122572424	LOC100649101		FBgn0017418
OG0004735	LOC126917742	LOC117213949	LOC122573066	LOC100649741		FBgn0029896
OG0004736	LOC126917756	LOC117213950	LOC122573068	LOC100649851		FBgn0029897
OG0004737	LOC126917741	LOC117213929	LOC122573065	LOC100650090		FBgn0032878
OG0004738	LOC126917755	LOC117214059	LOC122572720	LOC100650933		FBgn0031913
OG0004739	LOC126917761	LOC117213963	LOC122572721	LOC100650818		FBgn0050051
OG0004740	LOC126917774	LOC117213959	LOC122572953	LOC100651928		FBgn0260653
OG0004741	LOC126917675	LOC117214009	LOC122572796	LOC100652166		FBgn0031779
OG0004742	LOC126917673	LOC117214007	LOC122572795	LOC100652287		FBgn0031771
OG0004743	LOC126917671	LOC117214006	LOC122572794	LOC105666203		FBgn0032848
OG0004744	LOC126917658	LOC117214004	LOC122572790	LOC100642375		FBgn0038274
OG0004745	LOC126917656	LOC117213965	LOC122572789	LOC100642935		FBgn0039183
OG0004746	LOC126917674	LOC117213909	LOC122572601	LOC100645090		FBgn0261108
OG0004747	LOC126917679	LOC117213910	LOC122572602	LOC100647470		FBgn0035170
OG0004748	LOC126918601	LOC117211010	LOC122576657	LOC100648613		FBgn0286783
OG0004749	LOC126918355	LOC117211004	LOC122577640	LOC100647947		FBgn0034694
OG0004750	LOC126918337	LOC117211043	LOC122577638	LOC100647827		FBgn0051999
OG0004751	LOC126918388	LOC117211003	LOC122577643	LOC100647710		FBgn0014879
OG0004752	LOC126918360	LOC117211000	LOC122577824	LOC100647398		FBgn0000316
OG0004753	LOC126918396	LOC117210995	LOC122574206	LOC100649313		FBgn0030853
OG0004754	LOC126918382	LOC117210993	LOC122574164	LOC125384615		FBgn0036484
OG0004755	LOC126918390	LOC117210994	LOC122574185	LOC100649073		FBgn0036648
OG0004756	LOC126918409	LOC117211040	LOC122574231	LOC100644088		FBgn0051922
OG0004757	LOC126918154	LOC117211020	LOC122573678	LOC100649368		FBgn0039210
OG0004758	LOC126918384	LOC117211047	LOC122574169	LOC100649489		FBgn0035103
OG0004759	LOC126918411	LOC117211049	LOC122574236	LOC100650189		FBgn0035415
OG0004760	LOC126918400	LOC117211048	LOC122574221	LOC100649954		FBgn0038675
OG0004761	LOC126918342	LOC117211031	LOC122568227, LOC122574112	LOC100649614		
OG0004762	LOC126918389	LOC117211002	LOC122572515	LOC100649723		FBgn0267378
OG0004763	LOC126918374	LOC117211001	LOC122572511	LOC100651067		FBgn0034688
OG0004764	LOC126918410	LOC117211037	LOC122577625	LOC100651313		FBgn0036198
OG0004765	LOC126918402, LOC126918404	LOC117211027	LOC122577623	LOC105666322		
OG0004766	LOC126918417	LOC117211007	LOC122573528	LOC100651867		FBgn0035827
OG0004767	LOC126918333	LOC117215092	LOC122571921	LOC100642555		FBgn0261800
OG0004768	LOC126918371	LOC117215093	LOC122571929	LOC100643188		FBgn0003011
OG0004769	LOC126918407	LOC117215067	LOC122577734	LOC105666342		FBgn0035753
OG0004770	LOC126918359	LOC117215057	LOC122577726	LOC100643842		FBgn0052484
OG0004771	LOC126918412	LOC117215069	LOC122577736	LOC100644203		FBgn0033208
OG0004772	LOC126918408	LOC117215068	LOC122577735	LOC100643965		FBgn0032720
OG0004773	LOC126918158	LOC117215084	LOC122573608	LOC100644431		FBgn0261683
OG0004774	LOC126918377	LOC117215062	LOC122577730	LOC100644549		FBgn0032204
OG0004775	LOC126918391	LOC117215065	LOC122577732	LOC100644672		FBgn0036356
OG0004776	LOC126918348	LOC117215053	LOC122577723	LOC100644794		FBgn0037466
OG0004777	LOC126918339	LOC117215049	LOC122577720	LOC100644917		FBgn0265048
OG0004778	LOC126918358	LOC117215055	LOC122577725	LOC100650068		FBgn0267977
OG0004779	LOC126918368	LOC117215060	LOC122577728	LOC100645041		FBgn0028969
OG0004780	LOC126918392	LOC117215066	LOC122577733	LOC100646134		FBgn0032171
OG0004781	LOC126918363	LOC117215058	LOC122577727	LOC100646371		FBgn0037526
OG0004782	LOC126918354	LOC117215054	LOC122577721	LOC100646733		FBgn0046685
OG0004783	LOC126918346	LOC117215052	LOC122573430	LOC100646974		FBgn0028474
OG0004784	LOC126918395	LOC117215090	LOC122577610	LOC100648122		FBgn0038485
OG0004785	LOC126918381	LOC117215039	LOC122577783	LOC100647407		FBgn0037973
OG0004786	LOC126918373	LOC117215086	LOC122577607	LOC100648351		FBgn0033899
OG0004787	LOC126918386	LOC117215076	LOC122577609	LOC100648588		FBgn0037911
OG0004788	LOC126918370	LOC117215080	LOC122577606	LOC100648700		FBgn0033656
OG0004789	LOC126918413	LOC117215081	LOC122577613	LOC100648812		FBgn0013347
OG0004790	LOC126918491	LOC117215089	LOC122577603	LOC100649248		FBgn0034744
OG0004791	LOC126918481	LOC117210458	LOC122577851	LOC100644837		FBgn0030809
OG0004792	LOC126918482	LOC117210456	LOC122577852	LOC100644954		FBgn0010380
OG0004793	LOC126918480	LOC117210461	LOC122577788	LOC100645183		FBgn0025802
OG0004794	LOC126918492	LOC117210463	LOC122577793	LOC100645311		FBgn0026566
OG0004795	LOC126918479	LOC117210460	LOC122577787	LOC100645434		FBgn0262719
OG0004796	LOC126918490	LOC117210462	LOC122577791	LOC100645789		FBgn0037912
OG0004797	LOC126918494	LOC117210431	LOC122576137	LOC100646096		FBgn0010741
OG0004798	LOC126918486	LOC117210428	LOC122576098	LOC105665624		FBgn0032391
OG0004799	LOC126918508	LOC117210381	LOC122576151	LOC100645401		FBgn0052039
OG0004800	LOC126918858	LOC117210371	LOC122573783	LOC100645515		FBgn0004380
OG0004801	LOC126918859	LOC117210373	LOC122573791	LOC100645620		FBgn0032864
OG0004802	LOC126918517	LOC117210366	LOC122577189	LOC100651984		FBgn0261004
OG0004803	LOC126918540	LOC117210380		LOC110119143		FBgn0037898, FBgn0037898
OG0004804	LOC126918523	LOC117210372	LOC122577200	LOC100645742		FBgn0037881
OG0004805	LOC126918518	LOC117210365	LOC122577357	LOC100646856		FBgn0034476
OG0004806	LOC126918515	LOC117210364	LOC122577319	LOC100646372		FBgn0040505
OG0004807	LOC126918519	LOC117210368	LOC122577364	LOC100647091		FBgn0029992
OG0004808	LOC126918537	LOC117210378	LOC122577436	LOC100647211		FBgn0029079
OG0004809	LOC126918538	LOC117210388	LOC122575723	LOC100647957		FBgn0011769
OG0004810	LOC126918531	LOC117210421	LOC122575743	LOC100648271		FBgn0004597
OG0004811	LOC126918525	LOC117210403	LOC122577800	LOC100648701		FBgn0261109
OG0004812	LOC126918516	LOC117210402	LOC122577798	LOC100648387		FBgn0024698
OG0004813	LOC126918528	LOC117210404	LOC122577801	LOC100648813		FBgn0031092
OG0004814	LOC126918524	LOC117210435	LOC122577799	LOC100648502		FBgn0039188
OG0004815	LOC126918706	LOC117210401	LOC122573204	LOC100645582		FBgn0036111
OG0004816	LOC126918704	LOC117210400	LOC122573189	LOC100649249		FBgn0022288
OG0004817	LOC126918701	LOC117210399	LOC122573179	LOC100649562		FBgn0011660
OG0004818	LOC126918703	LOC117210385	LOC122577808	LOC100649438		FBgn0259168
OG0004819	LOC126918665	LOC117210449	LOC122577618	LOC100650269		FBgn0032153
OG0004820	LOC126918304	LOC117210391	LOC122577774	LOC100651068		FBgn0013325
OG0004821	LOC126918305	LOC117210360	LOC122572603	LOC100651395		FBgn0029833
OG0004822	LOC126918286	LOC117210358	LOC122572592	LOC100651274		FBgn0030093
OG0004823	LOC126918301	LOC117210359	LOC122572598	LOC100651513		FBgn0086785
OG0004824	LOC126918282	LOC117210357	LOC122572586	LOC100651631		FBgn0261085
OG0004825	LOC126918285	LOC117210394	LOC122577596	LOC100652104		FBgn0035771
OG0004826	LOC126918297	LOC117210396	LOC122577602	LOC100652220		FBgn0052380
OG0004827	LOC126918296	LOC117210427	LOC122577601	LOC100642316		FBgn0033061
OG0004828	LOC126918294	LOC117210426	LOC122577600	LOC100642193		FBgn0050418
OG0004829	LOC126918295	LOC117210425	LOC122577599	LOC100642870		FBgn0032988
OG0004830	LOC126918576	LOC117210438	LOC122573591	LOC100643151		FBgn0050045
OG0004831	LOC126918568	LOC117210469	LOC122577759	LOC100643725		FBgn0032077
OG0004832	LOC126918768	LOC117208338	LOC122577014	LOC100643510		FBgn0000273
OG0004833	LOC126918741	LOC117208329	LOC122576981	LOC100643398		FBgn0031631
OG0004834	LOC126918767	LOC117208330	LOC122577005	LOC105666543		FBgn0025335
OG0004835	LOC126918730	LOC117208374	LOC122575084	LOC100644511		FBgn0039544
OG0004836	LOC126918755	LOC117208379	LOC122575315	LOC100644995		FBgn0036479
OG0004837	LOC126918761	LOC117208365	LOC122575350	LOC100645433		FBgn0031461
OG0004838	LOC126918763	LOC117208348	LOC122575408	LOC100646135		FBgn0031988
OG0004839	LOC126918746	LOC117208354	LOC122575245	LOC100643641		FBgn0039914
OG0004840	LOC126918743	LOC117208352	LOC122575163	LOC100646816		FBgn0032197
OG0004841	LOC126918752	LOC117208355	LOC122575302	LOC100646696		FBgn0030035
OG0004842	LOC126918776	LOC117208357	LOC122575440	LOC100646938		FBgn0035140
OG0004843	LOC126918733	LOC117208350	LOC122575096	LOC100647055		FBgn0037894
OG0004844	LOC126918754	LOC117208392	LOC122577843	LOC100647408		FBgn0038855
OG0004845	LOC126918725	LOC117208387	LOC122577834	LOC100647287		FBgn0032136
OG0004846	LOC126918734	LOC117208389	LOC122577837	LOC100648078		FBgn0034083
OG0004847	LOC126918737	LOC117208382	LOC122577839	LOC100648388		FBgn0034073
OG0004848	LOC126918732	LOC117208381	LOC122577836	LOC100648503		FBgn0026869
OG0004849	LOC126918765	LOC117208371	LOC122577845	LOC100648619		FBgn0028688
OG0004850	LOC126918778	LOC117208343	LOC122573672	LOC100648966		FBgn0032704
OG0004851	LOC126918760	LOC117208342	LOC122572979	LOC100648735		FBgn0031664
OG0004852	LOC126918777	LOC117208337	LOC122572998	LOC100649320		FBgn0010620
OG0004853	LOC126918756	LOC117208335	LOC122572955	LOC100649080		FBgn0027335
OG0004854	LOC126918748	LOC117208333	LOC122572944	LOC100649201		FBgn0037051
OG0004855	LOC126918775	LOC117208328	LOC122576951	LOC100649684		FBgn0003410
OG0004856	LOC126918740	LOC117208323	LOC122576907	LOC100644240		FBgn0036476
OG0004857	LOC126918762	LOC117208325	LOC122576929	LOC100650312		FBgn0029152
OG0004858	LOC126918797	LOC117208403	LOC122572774	LOC100650552		FBgn0037608
OG0004859	LOC126918795	LOC117208401	LOC122572758	LOC100650675		FBgn0033463
OG0004860	LOC126918798	LOC117208404	LOC122572781	LOC100650801		FBgn0086370
OG0004861	LOC126918794	LOC117208400	LOC122572742	LOC100650915		FBgn0039632
OG0004862	LOC126918674	LOC117208314	LOC122577813	LOC100651030		FBgn0261274
OG0004863	LOC126918678		LOC122577816	LOC105666640		FBgn0031860, FBgn0031860
OG0004864	LOC126918673	LOC117208386	LOC122577814	LOC100651151		FBgn0039501
OG0004865	LOC126918676	LOC117208312	LOC122577815	LOC100651275		FBgn0043900
OG0004866	LOC126918681	LOC117208361	LOC122577817	LOC100651396		FBgn0050172
OG0004867	LOC126918682	LOC117208410	LOC122577690	LOC100651632		FBgn0040890
OG0004868	LOC126918672	LOC117208407	LOC122577684	LOC100651514		FBgn0003969
OG0004869	LOC126918679	LOC117208409	LOC122577688	LOC100644593		FBgn0003205
OG0004870	LOC126918453	LOC117212245	LOC122577860	LOC100649755		FBgn0033679
OG0004871	LOC126918464	LOC117212241	LOC122573536	LOC100649400		FBgn0042134
OG0004872	LOC126918465	LOC117212217	LOC122577743	LOC100649159		FBgn0033929
OG0004873	LOC126918472	LOC117212219	LOC122577652	LOC100648922		FBgn0037880
OG0004874	LOC126918473	LOC117212220	LOC122577653	LOC100648697		FBgn0030655
OG0004875	LOC126918469	LOC117212230	LOC122577650	LOC105666804		FBgn0023506
OG0004876	LOC126918614	LOC117212233	LOC122577627	LOC100645898		FBgn0021767
OG0004877	LOC126918619	LOC117212238	LOC122577630	LOC100645660		FBgn0004003
OG0004878	LOC126918615	LOC117212234	LOC122577635	LOC100645033		FBgn0050053
OG0004879	LOC126918613	LOC117212232	LOC122577634	LOC100644786		FBgn0038742
OG0004880	LOC126918883	LOC117212223	LOC122577828	LOC100644423		FBgn0040294
OG0004881	LOC126918878	LOC117212202	LOC122577827	LOC100644080		FBgn0025639
OG0004882	LOC126918887	LOC117212203	LOC122577830	LOC100644196		FBgn0030217
OG0004883	LOC126918896	LOC117212198	LOC122577664	LOC100643833		FBgn0004868
OG0004884	LOC126918877	LOC117212258	LOC122577704	LOC100643225		FBgn0034452
OG0004885	LOC126918894	LOC117212210	LOC122573353	LOC100642786		FBgn0032643
OG0004886	LOC126918919	LOC117212228	LOC122573378	LOC100642308		FBgn0025820
OG0004887	LOC126918893	LOC117212192	LOC122573347	LOC125384610		FBgn0032724
OG0004888	LOC126918867	LOC117206594, LOC117212259	LOC122573295	LOC100650708		
OG0004889	LOC126918921	LOC117206488	LOC122576347	LOC100651911		FBgn0011279
OG0004890	LOC126918908	LOC117206486	LOC122576318	LOC100648389		FBgn0031651
OG0004891	LOC126918872	LOC117206482	LOC122576188	LOC100650952		FBgn0283499
OG0004892	LOC126918898	LOC117206485	LOC122576286	LOC100642988	LOC408674	
OG0004893	LOC126918900	LOC117206511	LOC122576302	LOC100646977		FBgn0037661
OG0004894	LOC126918915	LOC117206515	LOC122576331	LOC100648157		FBgn0086378
OG0004895	LOC126918901	LOC117206512	LOC122576307	LOC100649565		FBgn0261020
OG0004896	LOC126918916	LOC117206516	LOC122575653	LOC105666719		FBgn0030449
OG0004897	LOC126918899	LOC117206518	LOC122575636	LOC100648548		FBgn0036935
OG0004898	LOC126918904	LOC117206715	LOC122574053	LOC100649800		FBgn0030435
OG0004899	LOC126918552	LOC117206494	LOC122574079	LOC100644594		FBgn0010316
OG0004900	LOC126918548	LOC117206661	LOC122574034	LOC100648670		FBgn0000625
OG0004901	LOC126918553	LOC117206786	LOC122577676	LOC100649082		FBgn0266186
OG0004902	LOC126918549	LOC117206783	LOC122577674	LOC100649442		FBgn0033451
OG0004903	LOC126918323	LOC117206834	LOC122575001	LOC100647288		FBgn0029838
OG0004904	LOC126918322	LOC117206832	LOC122574964	LOC110119180		FBgn0029839
OG0004905	LOC126918315	LOC117206758	LOC122574829	LOC100649989		FBgn0260817
OG0004906	LOC126918313	LOC117206757	LOC122574809	LOC100647719		FBgn0026721
OG0004907	LOC126918316	LOC117206759	LOC122574848	LOC100647836		FBgn0034184
OG0004908	LOC126918317	LOC117206761	LOC122574873	LOC100647958		FBgn0033763
OG0004909	LOC126918630	LOC117206800	LOC122574698	LOC100648620		FBgn0032479
OG0004910	LOC126918644	LOC117206802	LOC122574734	LOC100648736		FBgn0052177
OG0004911	LOC126918636	LOC117206476	LOC122574723	LOC100648851		FBgn0036020
OG0004912	LOC126918647	LOC117206477	LOC122574739	LOC105666828		FBgn0051957
OG0004913	LOC126918624	LOC117206472	LOC122574677	LOC100649081		FBgn0004406
OG0004914	LOC126918634	LOC117206557	LOC122572657	LOC100649987		FBgn0039420
OG0004915	LOC126918623	LOC117206721	LOC122572622	LOC100650108		FBgn0004512
OG0004916	LOC126918645	LOC117206552	LOC122575949	LOC105667074		FBgn0063498
OG0004917	LOC126918633	LOC117206549	LOC122575907	LOC100650592		FBgn0003965
OG0004918	LOC126918643	LOC117206536	LOC122575945	LOC100651553		FBgn0266449
OG0004919	LOC126918637	LOC117206535	LOC122575917	LOC100651190		FBgn0034500
OG0004920	LOC126918646	LOC117206539	LOC122575961	LOC100651314		FBgn0031882
OG0004921	LOC126918844	LOC117206506	LOC122573071	LOC100651749		FBgn0034177
OG0004922	LOC126918866	LOC117206604	LOC122577741	LOC100651870		FBgn0025878
OG0004923	LOC126919007	LOC117206560	LOC122573873	LOC100643190		FBgn0016691
OG0004924	LOC126918957	LOC117206559	LOC122573852	LOC100643313		FBgn0033177
OG0004925	LOC126919013	LOC117206541	LOC122577045	LOC100643436		FBgn0011726
OG0004926	LOC126918958	LOC117206540	LOC122577029	LOC100652308		FBgn0034722
OG0004927	LOC126918948	LOC117206673	LOC122577051	LOC100642396		FBgn0261286
OG0004928	LOC126918954	LOC117206674	LOC122577074	LOC100642512		FBgn0027376
OG0004929	LOC126918947	LOC117206672	LOC122577056	LOC100643558		FBgn0037626
OG0004930	LOC126919002	LOC117206780	LOC122575837	LOC105666930		FBgn0260940
OG0004931	LOC126918991	LOC117206779	LOC122575787	LOC100643477		FBgn0036214
OG0004932	LOC126918994	LOC117206815	LOC122575794	LOC100643844		FBgn0040351
OG0004933	LOC126918172	LOC117206816	LOC122575841	LOC100644432		FBgn0037634
OG0004934	LOC126918998	LOC117206813	LOC122575814	LOC100643967		FBgn0026778
OG0004935	LOC126918976	LOC117206704	LOC122576798	LOC100645235		FBgn0033264
OG0004936	LOC126918965	LOC117206701	LOC122576773	LOC100645363		FBgn0023509
OG0004937	LOC126918950	LOC117206699	LOC122576757	LOC105666945		FBgn0036725
OG0004938	LOC126918986	LOC117206806	LOC122576560	LOC100646374		FBgn0036756
OG0004939	LOC126918992	LOC117206663	LOC122576573	LOC100646170		FBgn0038471
OG0004940	LOC126918967	LOC117206633	LOC122576509	LOC100646053		FBgn0000927
OG0004941	LOC126919001	LOC117206634	LOC122576594	LOC100646735		FBgn0030063
OG0004942	LOC126918975	LOC117206497	LOC122576518	LOC100644242		FBgn0029681
OG0004943	LOC126918989	LOC117206657	LOC122577780	LOC100647568		FBgn0034727
OG0004944	LOC126918984	LOC117206601	LOC122577716	LOC100647451		FBgn0036973
OG0004945	LOC126918995	LOC117206602	LOC122577717	LOC100647688		FBgn0040336
OG0004946	LOC126918956	LOC117206840	LOC122574406	LOC100647925		FBgn0003285
OG0004947	LOC126918990	LOC117206846	LOC122574443	LOC110119976		FBgn0034649
OG0004948	LOC126918987	LOC117206845	LOC122574439	LOC100648426		FBgn0035203
OG0004949	LOC126919021	LOC117206769	LOC122574625	LOC100650234		FBgn0038452
OG0004950	LOC126918964	LOC117206765	LOC122574568	LOC105667087		FBgn0264978
OG0004951	LOC126918952	LOC117206763	LOC122574496	LOC100650431		FBgn0037659
OG0004952	LOC126918805	LOC117206533	LOC122572840	LOC100651117		FBgn0030883
OG0004953	LOC126918801	LOC117206619	LOC122577746	LOC100651238		FBgn0026371
OG0004954	LOC126918846	LOC117206691	LOC122577571	LOC100651594		FBgn0036450
OG0004955	LOC126918847	LOC117206692	LOC122577572	LOC100651830		FBgn0036769
OG0004956	LOC126918692	LOC117206694	LOC122577573	LOC100642279		FBgn0034869
OG0004957	LOC126918148	LOC117206658	LOC122577866	LOC100642717		FBgn0025776
OG0004958	LOC126918609	LOC117206828	LOC122577542	LOC100643312		FBgn0004369
OG0004959	LOC126918241	LOC117206614	LOC122573552	LOC100643642		FBgn0025391
OG0004960	LOC126918265	LOC117206740	LOC122572384	LOC105667104		FBgn0011296
OG0004961	LOC126918850	LOC117206561	LOC122573212	LOC100647764		FBgn0034786
OG0004962	LOC126918851	LOC117206623	LOC122573235	LOC100646939		FBgn0037141
OG0004963	LOC126918218	LOC117206632	LOC122577763	LOC100647056		FBgn0034650
OG0004964	LOC126918219	LOC117206793	LOC122576441	LOC100647491		FBgn0033551
OG0004965	LOC126918184	LOC117206788	LOC122576368	LOC100647370		FBgn0023081
OG0004966	LOC126918203	LOC117206791	LOC122576436	LOC100647720		FBgn0002552
