HOG	OG	Gene Tree Parent Clade	Bombus_affinis	Bombus_bifarius	Bombus_pyrosoma	Bombus_terrestris
N0.HOG0006434	OG0006178	n0	LOC126921266	LOC117210155	LOC122573768	LOC100647392
N0.HOG0006435	OG0006179	n0	LOC126921232	LOC117210113	LOC122573667	LOC100647514
N0.HOG0006436	OG0006180	n0	LOC126921235	LOC117210114	LOC122573668	LOC100647635
N0.HOG0006437	OG0006181	n0	LOC126921260	LOC117210134	LOC122573675	LOC100647749
N0.HOG0006438	OG0006182	n0	LOC126921251	LOC117210126	LOC122573674	LOC100647871
N0.HOG0006439	OG0006183	n0	LOC126921262	LOC117210136	LOC122573676	LOC100649227
N0.HOG0006440	OG0006184	n0	LOC126921236	LOC117210115	LOC122573669	LOC100648178
N0.HOG0006441	OG0006185	n0	LOC126921254	LOC117210129	LOC122573662	LOC100648911
N0.HOG0006442	OG0006186	n0	LOC126921240	LOC117210121	LOC122573659	LOC100648486
N0.HOG0006443	OG0006187	n0	LOC126921246	LOC117210123	LOC122573660	LOC100648797
N0.HOG0006444	OG0006188	n0	LOC126921249	LOC117210124	LOC122573661	LOC100648606
N0.HOG0006445	OG0006189	n0	LOC126921256	LOC117210130	LOC122573663	LOC100649109
N0.HOG0006446	OG0006190	n0	LOC126921263	LOC117210137	LOC122573666	LOC100649347
N0.HOG0006447	OG0006191	n0	LOC126921258	LOC117210131	LOC122573665	LOC100649465
N0.HOG0006448	OG0006192	n0	LOC126921253	LOC117210128	LOC122573277	LOC100649590
N0.HOG0006449	OG0006193	n0	LOC126921261	LOC117210135	LOC122573278	LOC105666353
N0.HOG0006450	OG0006194	n0	LOC126921265	LOC117210138	LOC122573279	LOC100649704
N0.HOG0006451	OG0006195	n0	LOC126921238	LOC117210119	LOC122573598	LOC100649894
N0.HOG0006452	OG0006196	n0	LOC126921250	LOC117210125	LOC122573600	LOC100650093
N0.HOG0006453	OG0006197	n0	LOC126921259	LOC117210132	LOC122573604	LOC100650215
N0.HOG0006454	OG0006198	n0	LOC126921231	LOC117210112	LOC122573596	LOC100650337
N0.HOG0006455	OG0006199	n0	LOC126921237	LOC117210118	LOC122573597	LOC100650455
N0.HOG0006456	OG0006200	n0	LOC126921241	LOC117210262	LOC122573599	LOC100650699
N0.HOG0006457	OG0006201	n0	LOC126921252	LOC117210270	LOC122573602	LOC100650936
N0.HOG0006458	OG0006202	n0	LOC126921316	LOC117210271	LOC122573910	LOC100651052
N0.HOG0006459	OG0006203	n0	LOC126921321	LOC117210275	LOC122573916	LOC100651173
N0.HOG0006460	OG0006204	n0	LOC126921317	LOC117210272	LOC122573912	LOC100651415
N0.HOG0006461	OG0006205	n0	LOC126921309	LOC117210264	LOC122573904	LOC125386064
N0.HOG0006462	OG0006206	n0	LOC126921310	LOC117210265	LOC122573905	LOC100651728
N0.HOG0006463	OG0006207	n0	LOC126921313	LOC117210269	LOC122573909	LOC100651849
N0.HOG0006464	OG0006208	n0	LOC126921303	LOC117210258	LOC122573899	LOC100651537
N0.HOG0006465	OG0006209	n0	LOC126921312	LOC117210268	LOC122573908	LOC100652207
N0.HOG0006466	OG0006210	n0	LOC126921311	LOC117210266	LOC122573907	LOC100642295
N0.HOG0006467	OG0006211	n0	LOC126921304	LOC117210259	LOC122573900	LOC100642415
N0.HOG0006468	OG0006212	n0	LOC126921305	LOC117210261	LOC122573901	LOC100642533
N0.HOG0006469	OG0006213	n0	LOC126921308	LOC117210263	LOC122573903	LOC100651613
N0.HOG0006470	OG0006214	n0	LOC126921302	LOC117210230	LOC122573898	LOC100642652
N0.HOG0006471	OG0006215	n0	LOC126921320	LOC117210231	LOC122573914	LOC100642937
N0.HOG0006472	OG0006216	n0	LOC126921299	LOC117210045	LOC122573960	LOC100643133
N0.HOG0006473	OG0006217	n0	LOC126921307	LOC117210156	LOC122573481	LOC100643380
N0.HOG0006474	OG0006218	n0	LOC126921315	LOC117210047	LOC122573316	LOC100643624
N0.HOG0006475	OG0006219	n0	LOC126921301	LOC117210015	LOC122573407	LOC100643859
N0.HOG0006476	OG0006220	n0	LOC126921298	LOC117210013	LOC122573405	LOC100643983
N0.HOG0006477	OG0006221	n0	LOC126921399	LOC117210177	LOC122573302	LOC100644101
N0.HOG0006478	OG0006222	n0	LOC126921400	LOC117210178	LOC122573303	LOC100644221
N0.HOG0006479	OG0006223	n0	LOC126920949	LOC117210195	LOC122573334	LOC100644736
N0.HOG0006480	OG0006224	n0	LOC126920959	LOC117210236	LOC122573335	LOC100644976
N0.HOG0006481	OG0006225	n0	LOC126920964	LOC117210320	LOC122573333	LOC100645096
N0.HOG0006482	OG0006226	n0	LOC126920951	LOC117210319	LOC122573395	LOC100645213
N0.HOG0006483	OG0006227	n0	LOC126920954	LOC117210346	LOC122573325	LOC100645343
N0.HOG0006484	OG0006228	n0	LOC126920955	LOC117210345	LOC122573410	LOC100645534
N0.HOG0006485	OG0006229	n0	LOC126920956	LOC117210347	LOC122573409	LOC100645650
N0.HOG0006486	OG0006230	n0	LOC126920952	LOC117210184	LOC122573805	LOC100645772
N0.HOG0006487	OG0006231	n0	LOC126920968	LOC117210185	LOC122573811	LOC100646005
N0.HOG0006488	OG0006232	n0	LOC126920962	LOC117210289	LOC122573808	LOC100646123
N0.HOG0006489	OG0006233	n0	LOC126920966	LOC117210290	LOC122573809	LOC100646239
N0.HOG0006490	OG0006234	n0	LOC126920950	LOC117210286	LOC122573804	LOC100646358
N0.HOG0006491	OG0006235	n0	LOC126920958	LOC117210288	LOC122573807	LOC100646481
N0.HOG0006492	OG0006236	n0	LOC126920957	LOC117210232	LOC122573474	LOC100646600
N0.HOG0006493	OG0006237	n0	LOC126920965	LOC117210220	LOC122573475	LOC100646921
N0.HOG0006494	OG0006238	n0	LOC126920943	LOC117210016	LOC122573465	LOC100646797
N0.HOG0006495	OG0006239	n0	LOC126920941	LOC117210210	LOC122573463	LOC100647039
N0.HOG0006496	OG0006240	n0	LOC126920948	LOC117210213	LOC122573468	LOC100647312
N0.HOG0006497	OG0006241	n0	LOC126920961	LOC117210215	LOC122573469	LOC100647433
N0.HOG0006498	OG0006242	n0	LOC126920945	LOC117210212	LOC122573466	LOC100647548
N0.HOG0006499	OG0006243	n0	LOC126920969	LOC117210217	LOC122573460	LOC105666359
N0.HOG0006500	OG0006244	n0	LOC126920960	LOC117210214	LOC122573458	LOC100647669
N0.HOG0006501	OG0006245	n0	LOC126920967	LOC117210216	LOC122573459	LOC100647784
N0.HOG0006502	OG0006246	n0	LOC126921349	LOC117210063	LOC122573879	LOC100648764
N0.HOG0006503	OG0006247	n0	LOC126921345	LOC117210060	LOC122573874	LOC100648223
N0.HOG0006504	OG0006248	n0	LOC126921348	LOC117210062	LOC122573877	LOC100648877
N0.HOG0006505	OG0006249	n0	LOC126921346	LOC117210061	LOC122573875	LOC100648110
N0.HOG0006506	OG0006250	n0	LOC126921343	LOC117210048	LOC122573872	LOC100647909
N0.HOG0006507	OG0006251	n0	LOC126921352	LOC117210051	LOC122573881	LOC100648994
N0.HOG0006508	OG0006252	n0	LOC126921347	LOC117210049	LOC122573876	LOC100648336
N0.HOG0006509	OG0006253	n0	LOC126921350	LOC117210050	LOC122573870	LOC100648530
N0.HOG0006510	OG0006254	n0	LOC126921142	LOC117210181	LOC122573871	LOC100649189
N0.HOG0006511	OG0006255	n0	LOC126921127	LOC117210179	LOC122573869	LOC100649425
N0.HOG0006512	OG0006256	n0	LOC126921126	LOC117210043	LOC122573849	LOC100649551
N0.HOG0006513	OG0006257	n0	LOC126921132	LOC117210044	LOC122573853	LOC100649669
N0.HOG0006514	OG0006258	n0	LOC126921125	LOC117210064	LOC122573848	LOC100649782
N0.HOG0006515	OG0006259	n0	LOC126921139	LOC117210065	LOC122573860	LOC100649895
N0.HOG0006516	OG0006260	n0	LOC126921129	LOC117210033	LOC122573850	LOC100650251
N0.HOG0006517	OG0006261	n0	LOC126921145	LOC117210039	LOC122573864	LOC100651729
N0.HOG0006518	OG0006262	n0	LOC126921122	LOC117210030	LOC122573846	LOC100650497
N0.HOG0006519	OG0006263	n0	LOC126921123	LOC117210031	LOC122573847	LOC100650616
N0.HOG0006520	OG0006264	n0	LOC126921136	LOC117210036	LOC122573857	LOC100650858
N0.HOG0006521	OG0006265	n0	LOC126921133	LOC117210034	LOC122573854	LOC100650740
N0.HOG0006522	OG0006266	n0	LOC126921138	LOC117210038	LOC122573859	LOC100651095
N0.HOG0006523	OG0006267	n0	LOC126921134	LOC117210035	LOC122573855	LOC100650975
N0.HOG0006524	OG0006268	n0	LOC126921137	LOC117210037	LOC122573858	LOC100651218
N0.HOG0006525	OG0006269	n0	LOC126921128	LOC117210032	LOC122573865	LOC100651460
N0.HOG0006526	OG0006270	n0	LOC126921130	LOC117210336	LOC122573851	LOC100651969
N0.HOG0006527	OG0006271	n0	LOC126921141	LOC117210196	LOC122573861	LOC100651815
N0.HOG0006528	OG0006272	n0	LOC126921143	LOC117210197	LOC122573862	LOC100652012
N0.HOG0006529	OG0006273	n0	LOC126921144	LOC117210183	LOC122573863	LOC100652134
N0.HOG0006530	OG0006274	n0	LOC126921131	LOC117210182	LOC122573856	LOC100652251
N0.HOG0006531	OG0006275	n0	LOC126920925	LOC117210189	LOC122573424	LOC100642296
N0.HOG0006532	OG0006276	n0	LOC126920895	LOC117210337	LOC122573724	LOC100652090
N0.HOG0006533	OG0006277	n0	LOC126920911	LOC117210068	LOC122573959	LOC100642416
N0.HOG0006534	OG0006278	n0	LOC126920890	LOC117210297	LOC122573304	LOC100652208
N0.HOG0006535	OG0006279	n0	LOC126920903	LOC117210066	LOC122573956	LOC100642534
N0.HOG0006536	OG0006280	n0	LOC126920907	LOC117210067	LOC122573957	LOC100642653
N0.HOG0006537	OG0006281	n0	LOC126920928	LOC117210247	LOC122573569	LOC100652324
N0.HOG0006538	OG0006282	n0	LOC126921295	LOC117210257	LOC122573561	LOC100642382
N0.HOG0006539	OG0006283	n0	LOC126920910	LOC117210007	LOC122573565	LOC100642771
N0.HOG0006540	OG0006284	n0	LOC126920905	LOC117210191	LOC122573564	LOC100643295
N0.HOG0006541	OG0006285	n0	LOC126920921	LOC117210094	LOC122573568	LOC100643418
N0.HOG0006542	OG0006286	n0	LOC126920913	LOC117210088	LOC122573566	LOC100643779
N0.HOG0006543	OG0006287	n0	LOC126920899	LOC117210338	LOC122573562	LOC100643541
N0.HOG0006544	OG0006288	n0	LOC126920930	LOC117210100	LOC122573570	LOC100643904
N0.HOG0006545	OG0006289	n0	LOC126920932	LOC117210102	LOC122573573	LOC100644031
N0.HOG0006546	OG0006290	n0	LOC126920902	LOC117210085	LOC122573563	LOC100644776
N0.HOG0006547	OG0006291	n0	LOC126920922	LOC117210095	LOC122573632	LOC100645463
N0.HOG0006548	OG0006292	n0	LOC126920900	LOC117210083	LOC122573629	LOC100644653
N0.HOG0006549	OG0006293	n0	LOC126920927	LOC117210097	LOC122573634	LOC105666360
N0.HOG0006550	OG0006294	n0	LOC126920906	LOC117210087	LOC122573631	LOC100644903
N0.HOG0006551	OG0006295	n0	LOC126920901	LOC117210084	LOC122573630	LOC100631060
N0.HOG0006552	OG0006296	n0	LOC126920915	LOC117210089	LOC122573646	LOC100645022
N0.HOG0006553	OG0006297	n0	LOC126920916	LOC117210090	LOC122573637	LOC100645214
N0.HOG0006554	OG0006298	n0	LOC126920929	LOC117210099	LOC122573641	LOC100645571
N0.HOG0006555	OG0006299	n0	LOC126920923	LOC117210096	LOC122573640	LOC100645686
N0.HOG0006556	OG0006300	n0	LOC126920931	LOC117210101	LOC122573642	LOC125386054
N0.HOG0006557	OG0006301	n0	LOC126920934	LOC117210103	LOC122573645	LOC100646195
N0.HOG0006558	OG0006302	n0	LOC126920893	LOC117210081	LOC122573635	LOC100644222
N0.HOG0006559	OG0006303	n0	LOC126920904	LOC117210198	LOC122573485	LOC100646675
N0.HOG0006560	OG0006304	n0	LOC126921297	LOC117210339	LOC122573722	LOC100642617
N0.HOG0006561	OG0006305	n0	LOC126920894	LOC117210071	LOC122573408	LOC100642737
N0.HOG0006562	OG0006306	n0	LOC126920909	LOC117208724	LOC122573403	LOC100642860
N0.HOG0006563	OG0006307	n0	LOC126920924	LOC117208725	LOC122573404	LOC100646875
N0.HOG0006564	OG0006308	n0	LOC126922067	LOC117215179	LOC122567986	LOC100647930
N0.HOG0006565	OG0006309	n0	LOC126922056	LOC117215185	LOC122567981	LOC100648247
N0.HOG0006566	OG0006310	n0	LOC126922061	LOC117215186	LOC122567982	LOC100648132
N0.HOG0006567	OG0006311	n0	LOC126922047	LOC117215184	LOC122567980	LOC100649058
N0.HOG0006568	OG0006312	n0	LOC126922073	LOC117215187	LOC122567983	LOC105665807
N0.HOG0006569	OG0006313	n0	LOC126922074	LOC117215188	LOC122567407	LOC100648631
N0.HOG0006570	OG0006314	n0	LOC126922075	LOC117215176	LOC122568005	LOC100648823
N0.HOG0006571	OG0006315	n0	LOC126922040	LOC117215177	LOC122567758	LOC100649768
N0.HOG0006572	OG0006316	n0	LOC126922054	LOC117208657	LOC122567764	LOC100650762
N0.HOG0006573	OG0006317	n0	LOC126922051	LOC117208656	LOC122567763	LOC100645193
N0.HOG0006574	OG0006318	n0	LOC126922045	LOC117208655	LOC122567760	LOC100645486
N0.HOG0006575	OG0006319	n0	LOC126922063	LOC117208629	LOC122567766	LOC100649196
N0.HOG0006576	OG0006320	n0	LOC126922046	LOC117208634	LOC122567761	LOC100648360
N0.HOG0006577	OG0006321	n0	LOC126922042	LOC117208630	LOC122567415	LOC100648744
N0.HOG0006578	OG0006322	n0	LOC126922050	LOC117208633	LOC122567978	LOC100647963
N0.HOG0006579	OG0006323	n0	LOC126922049	LOC117208644	LOC122567976	LOC100644718
N0.HOG0006580	OG0006324	n0	LOC126921946	LOC117208638	LOC122567887	LOC105665717
N0.HOG0006581	OG0006325	n0	LOC126922066	LOC117208646	LOC122567979	LOC100649767
N0.HOG0006582	OG0006326	n0	LOC126922048	LOC117208648	LOC122567517	LOC105665718
N0.HOG0006583	OG0006327	n0	LOC126922069	LOC117208647	LOC122567522	LOC100648434
N0.HOG0006584	OG0006328	n0	LOC126922064	LOC117208645	LOC122567520	LOC100651483
N0.HOG0006585	OG0006329	n0	LOC126922043	LOC117208643	LOC122567516	LOC100642486
N0.HOG0006586	OG0006330	n0	LOC126922062	LOC117208650	LOC122567519	LOC100643847
N0.HOG0006587	OG0006331	n0	LOC126922070	LOC117208652	LOC122567523	LOC100645370
N0.HOG0006588	OG0006332	n0	LOC126922065	LOC117208651	LOC122567521	LOC100646702
N0.HOG0006589	OG0006333	n0	LOC126922039	LOC117208649	LOC122567515	LOC100647897
N0.HOG0006590	OG0006334	n0	LOC126922202	LOC117208653	LOC122567526	LOC105665789
N0.HOG0006591	OG0006335	n0	LOC126922204	LOC117208635	LOC122567524	LOC100644054
N0.HOG0006592	OG0006336	n0	LOC126922351	LOC117208636	LOC122567525	LOC100642841
N0.HOG0006593	OG0006337	n0	LOC126922196	LOC117208626	LOC122567513	LOC100644288
N0.HOG0006594	OG0006338	n0	LOC126922199	LOC117208640	LOC122567987	LOC100644397
N0.HOG0006595	OG0006339	n0	LOC126922197	LOC117208639	LOC122567964	LOC100645077
N0.HOG0006596	OG0006340	n0	LOC126922340	LOC117204789	LOC122567954	LOC100644518
N0.HOG0006597	OG0006341	n0	LOC126922343	LOC117204780	LOC122567389	LOC100647728
N0.HOG0006598	OG0006342	n0	LOC126922347	LOC117204782	LOC122567392	LOC100648860
N0.HOG0006599	OG0006343	n0	LOC126922338	LOC117204779	LOC122567388	LOC105665791
N0.HOG0006600	OG0006344	n0	LOC126922346	LOC117204781	LOC122567391	LOC105665792
N0.HOG0006601	OG0006345	n0	LOC126922337	LOC117212796	LOC122567387	LOC100649805
N0.HOG0006602	OG0006346	n0	LOC126922207	LOC117212797	LOC122567885	LOC105665793
N0.HOG0006603	OG0006347	n0	LOC126922348	LOC117212792	LOC122567397	LOC100644603
N0.HOG0006604	OG0006348	n0	LOC126922344	LOC117212790	LOC122567395	LOC100643321
N0.HOG0006605	OG0006349	n0	LOC126922345	LOC117212791	LOC122567396	LOC100646140
N0.HOG0006606	OG0006350	n0	LOC126922341	LOC117212788	LOC122567394	LOC100652276
N0.HOG0006607	OG0006351	n0	LOC126922339	LOC117212787	LOC122567393	LOC100651002
N0.HOG0006608	OG0006352	n0	LOC126922091	LOC117212803	LOC122567354	LOC100647181
N0.HOG0006609	OG0006353	n0	LOC126922124	LOC117212795	LOC122567884	LOC100649690
N0.HOG0006610	OG0006354	n0	LOC126922093	LOC117212804	LOC122567353	LOC100648393
N0.HOG0006611	OG0006355	n0	LOC126922081	LOC117212799	LOC122567348	LOC100650881
N0.HOG0006612	OG0006356	n0	LOC126922100	LOC117212806	LOC122567357	LOC100648938
N0.HOG0006613	OG0006357	n0	LOC126922116	LOC117212814	LOC122567368	LOC100642282
N0.HOG0006614	OG0006358	n0	LOC126922115	LOC117212813	LOC122567367	LOC125384616
N0.HOG0006615	OG0006359	n0	LOC126922110	LOC117212811	LOC122567364	LOC100651441
N0.HOG0006616	OG0006360	n0	LOC126922082	LOC117212800	LOC122567349	LOC100644758
N0.HOG0006617	OG0006361	n0	LOC126922102	LOC117212807	LOC122567358	LOC100645121
N0.HOG0006618	OG0006362	n0	LOC126922103	LOC117212809	LOC122567359	LOC100647808
N0.HOG0006619	OG0006363	n0	LOC126922108	LOC117212810	LOC122567363	LOC100642879
N0.HOG0006620	OG0006364	n0	LOC126922113	LOC117212812	LOC122567365	LOC105665719
N0.HOG0006621	OG0006365	n0	LOC126922097	LOC117212805	LOC122567356	LOC100646257
N0.HOG0006622	OG0006366	n0	LOC126922120	LOC117212815	LOC122567370	LOC100644171
N0.HOG0006623	OG0006367	n0	LOC126922089	LOC117212801	LOC122567351	LOC100646295
N0.HOG0006624	OG0006368	n0	LOC126922090	LOC117212818	LOC122567352	LOC100647296
N0.HOG0006625	OG0006369	n0	LOC126922107	LOC117212820	LOC122567362	LOC100646138
N0.HOG0006626	OG0006370	n0	LOC126922122	LOC117212821	LOC122567372	LOC100649531
N0.HOG0006627	OG0006371	n0	LOC126922106	LOC117212819	LOC122567360	LOC100647770
N0.HOG0006628	OG0006372	n0	LOC126922123	LOC117212794	LOC122567366	LOC110119297
N0.HOG0006629	OG0006373	n0	LOC126922087	LOC117212793	LOC122567350	LOC100650879
N0.HOG0006630	OG0006374	n0	LOC126922092	LOC117205375	LOC122567859	LOC100652113
N0.HOG0006631	OG0006375	n0	LOC126922109	LOC117205325	LOC122567861	LOC100643194
N0.HOG0006632	OG0006376	n0	LOC126922083	LOC117205353	LOC122567858	LOC100643801
N0.HOG0006633	OG0006377	n0	LOC126922098	LOC117205377	LOC122567404	LOC100645591
N0.HOG0006634	OG0006378	n0	LOC126922094	LOC117205376	LOC122567403	LOC100645119
N0.HOG0006635	OG0006379	n0	LOC126922099	LOC117205356	LOC122567405	LOC100646410
N0.HOG0006636	OG0006380	n0	LOC126922085	LOC117205355	LOC122567402	LOC100647613
N0.HOG0006637	OG0006381	n0	LOC126922118	LOC117205403	LOC122567312	LOC100648552
N0.HOG0006638	OG0006382	n0	LOC126922119	LOC117205430	LOC122567314	LOC100651993
N0.HOG0006639	OG0006383	n0	LOC126922086	LOC117205414	LOC122567308	LOC100649290
N0.HOG0006640	OG0006384	n0	LOC126922114	LOC117205427	LOC122567311	LOC100651156
N0.HOG0006641	OG0006385	n0	LOC126922095	LOC117205425	LOC122567309	LOC100644883
N0.HOG0006642	OG0006386	n0	LOC126922088	LOC117205415	LOC122567422	LOC100644250
N0.HOG0006643	OG0006387	n0	LOC126922084	LOC117205413	LOC122567421	LOC100643281
N0.HOG0006644	OG0006388	n0	LOC126922112	LOC117205424	LOC122567305	LOC100644601
N0.HOG0006645	OG0006389	n0	LOC126922096	LOC117205418	LOC122567302	LOC100644844
N0.HOG0006646	OG0006390	n0	LOC126922111	LOC117205423	LOC122567304	LOC100645191
N0.HOG0006647	OG0006391	n0	LOC126922104	LOC117205421	LOC122567303	LOC100644961
N0.HOG0006648	OG0006392	n0	LOC126922208	LOC117205431	LOC122567883	LOC125385142
N0.HOG0006649	OG0006393	n0	LOC126921634	LOC117205429	LOC122567306	LOC100645320
N0.HOG0006650	OG0006394	n0	LOC126921625	LOC117205422	LOC122567603	LOC100645076
N0.HOG0006651	OG0006395	n0	LOC126921621	LOC117205419	LOC122567599	LOC100645751
N0.HOG0006652	OG0006396	n0	LOC126921610	LOC117205412	LOC122567589	LOC100645871
N0.HOG0006653	OG0006397	n0	LOC126921626	LOC117205361	LOC122567604	LOC100646060
N0.HOG0006654	OG0006398	n0	LOC126921620	LOC117205360	LOC122567598	LOC100646177
N0.HOG0006655	OG0006399	n0	LOC126921613	LOC117205357	LOC122567592	LOC100646293
N0.HOG0006656	OG0006400	n0	LOC126921623	LOC117205441	LOC122567601	LOC105665724
N0.HOG0006657	OG0006401	n0	LOC126921618	LOC117205438	LOC122567596	LOC100645001
N0.HOG0006658	OG0006402	n0	LOC126921622	LOC117205439	LOC122567600	LOC105665723
N0.HOG0006659	OG0006403	n0	LOC126921631	LOC117205443	LOC122567609	LOC100646621
N0.HOG0006660	OG0006404	n0	LOC126921628	LOC117205442	LOC122567606	LOC100646902
N0.HOG0006661	OG0006405	n0	LOC126921624	LOC117205440	LOC122567602	LOC100645241
N0.HOG0006662	OG0006406	n0	LOC126921632	LOC117205405	LOC122567611	LOC100647216
N0.HOG0006663	OG0006407	n0	LOC126921616	LOC117205459	LOC122567594	LOC100647333
N0.HOG0006664	OG0006408	n0	LOC126921630	LOC117205461	LOC122567608	LOC100647574
N0.HOG0006665	OG0006409	n0	LOC126921633	LOC117205462	LOC122567610	LOC105665726
N0.HOG0006666	OG0006410	n0	LOC126921627	LOC117205460	LOC122567605	LOC100647456
N0.HOG0006667	OG0006411	n0	LOC126921617	LOC117205401	LOC122567595	LOC100647896
N0.HOG0006668	OG0006412	n0	LOC126921615	LOC117205329	LOC122567593	LOC100648016
N0.HOG0006669	OG0006413	n0	LOC126921629	LOC117205331	LOC122567607	LOC100648130
N0.HOG0006670	OG0006414	n0	LOC126921612	LOC117205328	LOC122567591	LOC100648245
N0.HOG0006671	OG0006415	n0	LOC126921619	LOC117205330	LOC122567597	LOC100648553
N0.HOG0006672	OG0006416	n0	LOC126921611	LOC117205327	LOC122567590	LOC100648672
N0.HOG0006673	OG0006417	n0	LOC126922182	LOC117205435	LOC122567831	LOC100648782
N0.HOG0006674	OG0006418	n0	LOC126922185	LOC117205437	LOC122567833	LOC100648974
N0.HOG0006675	OG0006419	n0	LOC126922181	LOC117205434	LOC122567830	LOC100649088
N0.HOG0006676	OG0006420	n0	LOC126922183	LOC117205378	LOC122567832	LOC100649208
N0.HOG0006677	OG0006421	n0	LOC126921609	LOC117205399	LOC122567531	LOC105665796
N0.HOG0006678	OG0006422	n0	LOC126921732	LOC117205344	LOC122567467	LOC100642688
N0.HOG0006679	OG0006423	n0	LOC126921751	LOC117205409	LOC122567468	LOC100643158
N0.HOG0006680	OG0006424	n0	LOC126921725	LOC117205408	LOC122567466	LOC100651367
N0.HOG0006681	OG0006425	n0	LOC126921704	LOC117205406	LOC122567463	LOC100649878
N0.HOG0006682	OG0006426	n0	LOC126921720	LOC117205407	LOC122567464	LOC100651834
N0.HOG0006683	OG0006427	n0	LOC126921702	LOC117205348	LOC122567456	LOC100649448
N0.HOG0006684	OG0006428	n0	LOC126921785	LOC117205352	LOC122567461	LOC100646377
N0.HOG0006685	OG0006429	n0	LOC126921703	LOC117205349	LOC122567457	LOC105665731
N0.HOG0006686	OG0006430	n0	LOC126921755	LOC117205351	LOC122567459	LOC100644398
N0.HOG0006687	OG0006431	n0	LOC126921727	LOC117205350	LOC122567458	LOC100652158
N0.HOG0006688	OG0006432	n0	LOC126921775	LOC117205347	LOC122567460	LOC100645673
N0.HOG0006689	OG0006433	n0	LOC126921790	LOC117205343	LOC122567703	LOC100642924
N0.HOG0006690	OG0006434	n0	LOC126921787	LOC117205342	LOC122567702	LOC100645907
N0.HOG0006691	OG0006435	n0	LOC126921746	LOC117205337	LOC122567693	LOC100645369
N0.HOG0006692	OG0006436	n0	LOC126921781	LOC117205341	LOC122567701	LOC100645242
N0.HOG0006693	OG0006437	n0	LOC126921750	LOC117205339	LOC122567696	LOC100646500
N0.HOG0006694	OG0006438	n0	LOC126921780	LOC117205340	LOC122567700	LOC100646139
N0.HOG0006695	OG0006439	n0	LOC126921700	LOC117205336	LOC122567689	LOC100649328
N0.HOG0006696	OG0006440	n0	LOC126921730	LOC117205371	LOC122567692	LOC100645485
N0.HOG0006697	OG0006441	n0	LOC126921768	LOC117205370	LOC122567698	LOC100644289
N0.HOG0006698	OG0006442	n0	LOC126921760	LOC117205369	LOC122567697	LOC100643730
N0.HOG0006699	OG0006443	n0	LOC126921792	LOC117205372	LOC122567704	LOC105665732
N0.HOG0006700	OG0006444	n0	LOC126921708	LOC117205365	LOC122567690	LOC100650481
